icao,lat1,lon1,lat2,lon2,width,sign
27FL,30.95328518,-085.42185495,30.95208370,-085.41300951,30.48,10
3WA4,46.71544835,-118.62100436,46.71761275,-118.61453176,18.29,05
6ND4,47.50762962,-103.20560029,47.50239870,-103.19700027,27.43,12
FL33,29.66819943,-082.82930826,29.66838611,-082.82315620,25.91,09
CYQH,60.12000000,-128.83471900,60.11500300,-128.80640000,45.72,08
YWTV,-13.22613402,142.22837314,-13.23005763,142.24198006,99.97,10
KWVI,36.92903600,-121.79579400,36.93948100,-121.78756100,45.72,02
KWVI,36.93832800,-121.79408600,36.93645300,-121.78060300,30.48,08
2IL2,41.05336527,-088.46555283,41.05336527,-088.45678663,30.48,09
YWAT,-12.63502190,143.03740094,-12.63861790,143.04527894,64.92,11
YWSG,-27.09406872,152.45925168,-27.09956665,152.46685099,42.98,12
YWSG,-27.09414479,152.46102103,-27.09888510,152.46747838,49.99,12L
YWSG,-27.09942601,152.45463761,-27.09416364,152.45974002,49.99,04
26M,34.10171292,-090.84975788,34.09850096,-090.84378490,18.29,12
O41,38.67874400,-121.86992200,38.66900000,-121.87425600,18.29,18
YWAC,-20.63784690,134.20278051,-20.64086327,134.21562392,49.99,10
KCHN,27.52041400,-081.88046900,27.50939700,-081.88045600,22.86,18
KUGN,42.41585300,-087.87560800,42.42676900,-087.85898100,45.72,05
KUGN,42.42766400,-087.87298300,42.41931700,-087.86485800,22.86,14
KUES,43.04394400,-088.24972500,43.04061900,-088.22831700,29.87,10
KUES,43.04391598,-088.23333434,43.03408598,-088.23457034,22.86,18
Y01,43.27945387,-091.47384963,43.28149835,-091.46520649,18.29,07
WI06,43.17871230,-089.45546153,43.17871230,-089.44709989,9.14,09
KPCZ,44.33336400,-089.03289200,44.33250800,-089.01305600,30.48,10
KPCZ,44.33666700,-089.02168900,44.33071100,-089.00930800,22.86,13
KPCZ,44.33095300,-089.01608600,44.33331400,-089.01122500,33.53,06
WI07,43.62472200,-088.76611400,43.61527500,-088.76555600,10.67,18
WI07,43.61833300,-088.77722200,43.61833300,-088.76555600,45.72,09
KAUW,44.93022200,-089.63838900,44.92244200,-089.62266400,29.87,12
KAUW,44.92272200,-089.62458300,44.92880800,-089.61630800,29.87,04
Y50,44.04463900,-089.30917200,44.03861100,-089.29980600,18.29,13
Y50,44.04497800,-089.31187500,44.04579400,-089.30327800,45.72,08
Y50,44.04053060,-089.30617035,44.04271940,-089.30280165,10.67,05
YWAV,-17.38930772,131.11454300,-17.39880568,131.12298385,29.87,14
YWRC,-32.42767600,118.89820262,-32.42461100,118.91443100,29.87,08
C25,42.74308805,-092.51290611,42.74082416,-092.50294527,15.24,10
HL79,25.34795600,016.79368600,25.36553600,016.82615600,30.48,06
CYXZ,47.96111100,-084.79027800,47.97222200,-084.78305600,30.48,03
C64,41.41778451,-085.69527375,41.42008881,-085.68803459,18.29,07
WAJ,-06.95507657,142.65916376,-06.95208343,142.65593024,30.48,31
CKV7,49.89692295,-102.03072376,49.89145705,-102.02999636,29.87,16
WA69,47.40457628,-122.49846112,47.39895316,-122.49846112,36.58,16
KJWY,32.46702629,-096.91148926,32.44924032,-096.91296277,29.87,18
NY86,42.51426921,-074.11587831,42.51088633,-074.11383503,24.38,17
50II,39.77350405,-086.76210233,39.77381039,-086.75068879,24.38,09
KAYS,31.25544700,-082.39838100,31.23895600,-082.39812800,45.72,18
KAYS,31.24322500,-082.39979400,31.25346100,-082.38895000,30.48,05
KAYS,31.25351400,-082.39641900,31.24750000,-082.38756100,30.48,13
37LA,31.73066575,-091.58327026,31.72466425,-091.58252864,36.58,17
KEKQ,36.85080600,-084.86011900,36.85971900,-084.85213100,22.86,03
KBJJ,40.87484400,-081.89764700,40.87484200,-081.87887800,29.87,10
33NY,42.40328626,-073.86850399,42.39576874,-073.86397157,30.48,17
KLCG,42.24899200,-096.98007702,42.23745200,-096.98048300,22.86,17
KLCG,42.23749827,-096.98785955,42.24301123,-096.97764773,17.98,04
KLCG,42.24252950,-096.98815991,42.23852800,-096.98271100,36.88,13
38U,38.36893600,-111.60223100,38.35602500,-111.58980300,22.86,13
4IL2,40.80836694,-088.54462362,40.80836694,-088.53882528,45.72,09
OR76,44.36560194,-123.14047388,44.36075528,-123.13915612,18.29,15
W13,38.07529295,-078.94720951,38.07865780,-078.94169789,14.94,06
2R0,31.63951100,-088.63742500,31.65247500,-088.63208600,22.86,02
40I,39.50417649,-084.12791577,39.50649905,-084.11584257,38.10,08
KTBN,37.74859700,-092.14639700,37.73466700,-092.13507800,45.72,14
5NA4,48.81603453,-099.40333049,48.81618769,-099.39666953,12.19,08
22LA,30.99702797,-091.88601521,30.99806425,-091.87616925,30.48,08
6TN1,36.40904024,-087.08228718,36.40328086,-087.08216228,18.29,18
52U,43.82283999,-115.33481533,43.82695555,-115.32869801,18.29,03
VA59,36.63377321,-076.15247768,36.63763955,-076.15072400,45.72,03
9OH6,41.03503255,-083.57348548,41.03563021,-083.56442898,21.34,09
MT54,48.24741588,-114.24438818,48.24028522,-114.24420128,22.86,16
NE80,40.67555557,-096.63848230,40.66878297,-096.63603492,29.87,14
53KS,38.11022025,-097.43294082,38.10646751,-097.43269086,15.24,17
GA98,32.55811284,-083.93975528,32.56551438,-083.94006196,41.15,36
AL58,34.64282303,-086.33631883,34.64290919,-086.33031841,15.24,09
ME03,45.33277543,-069.05011142,45.33954845,-069.05163748,12.19,01
5K7,39.50929225,-089.85699958,39.50914385,-089.84597988,30.48,09
7TA5,30.59088730,-096.63514210,30.58340380,-096.63313514,22.86,16
1II0,39.57659159,-085.59077246,39.57683563,-085.58473088,30.48,09
KEBS,42.44050600,-093.87327500,42.43161400,-093.86454700,22.86,14
KEBS,42.43502800,-093.87222200,42.44002800,-093.86480800,27.43,05
79WI,43.89417855,-090.95688610,43.90130921,-090.95671336,30.48,36
ME91,43.67486243,-070.49805508,43.67529701,-070.49316160,15.24,10
KNUI,38.14241400,-076.43446900,38.14801400,-076.41859700,45.72,08
KNUI,38.15245300,-076.43576100,38.14166900,-076.42500000,45.72,15
SD82,45.42250678,-096.86738462,45.42741710,-096.86664928,15.24,36
9NA1,47.42277361,-099.90554028,47.42277361,-099.89581028,12.19,08
SFWI,-51.87670257,-060.90575887,-51.87324331,-060.90832639,29.87,15
SFWI,-51.87613962,-060.90815232,-51.87558264,-060.90417499,29.87,07
YWBN,-34.17700609,150.80895336,-34.18579409,150.80882357,14.94,17
YWGI,-35.15078039,136.45379599,-35.15033409,136.46423127,18.90,8
67M,36.10269635,-094.30803258,36.09285919,-094.30696744,15.24,17
YWWA,-30.25954210,149.40622927,-30.25340996,149.41603642,21.03,5
MD05,39.55506771,-075.87964815,39.55127005,-075.87356575,22.86,14
O46,41.48138900,-122.45666900,41.46861400,-122.44945000,18.29,14
IN33,40.73258824,-086.11510660,40.73971564,-086.11543508,45.72,36
WI71,42.68933137,-088.60252674,42.68569639,-088.60156550,12.19,17
KEUF,31.95817800,-085.12841700,31.94446100,-085.12943300,30.48,18
OK64,36.81679284,-097.98663801,36.81104048,-097.98626145,45.72,17
8TX8,27.36566930,-098.18174231,27.35607458,-098.17715659,18.29,15
9SD9,43.81136700,-096.71009000,43.80191100,-096.70778800,21.34,17
EBWE,51.38984400,004.94032200,51.39972200,004.98006700,44.81,07
XS14,32.97667352,-096.06964991,32.96221536,-096.07146121,30.48,18
YWWD,-22.75091562,144.40107266,-22.74993331,144.40846702,17.98,8
YWWD,-22.74958200,144.39811947,-22.75439427,144.40139333,24.08,14
YWWD,-22.75449635,144.40028869,-22.74924449,144.40145524,22.86,1
TE13,29.40016153,-098.88988769,29.40030513,-098.88516787,9.14,08
KEDG,39.38525000,-076.29042500,39.39788600,-076.29175000,26.82,01
2NJ3,40.34076619,-074.85789453,40.34000269,-074.85076715,30.48,11
63MN,47.09246901,-091.60307357,47.09627987,-091.59727699,18.29,05
EDQW,49.68088125,012.11411359,49.67678475,012.11888421,10.36,14
2LL2,41.31311215,-090.55215509,41.31640173,-090.55200215,30.48,36
82D,41.23169925,-083.02937026,41.22674241,-083.02879364,27.43,18
YWMG,-29.24041637,146.92159629,-29.23070799,146.92252080,28.96,1
WS33,42.90916722,-089.45469836,42.90916722,-089.44720832,15.24,09
YBWP,-12.67321969,141.91612316,-12.68158662,141.92864809,29.87,12
KEYQ,29.93522500,-095.64505800,29.93519700,-095.63415300,12.19,09
KEYQ,29.93889800,-095.64035100,29.93361100,-095.63861100,10.06,16
S87,44.21055600,-116.96777800,44.20305600,-116.95694400,18.29,12
9IL6,40.51624859,-089.36731417,40.50993973,-089.36731417,32.00,18
4IA8,41.64947173,-091.96423923,41.64498993,-091.95500355,39.62,12
K76,38.70945001,-094.82427868,38.70223609,-094.82508744,15.24,18
D99,42.89701647,-077.50114854,42.90311129,-077.49828370,24.38,03
LOGW,47.17398036,015.66497509,47.17001964,015.66502491,29.87,18
OEWJ,26.21054700,036.46860300,26.18656100,036.48360600,45.11,15
3NC1,36.20712933,-080.66059745,36.20369955,-080.65619589,22.86,14
YWLB,-27.33161782,134.07711394,-27.34346975,134.08094305,61.87,16
YWLB,-27.34368565,134.08003951,-27.34108059,134.09115131,42.98,07
52W,35.34439177,-077.04538499,35.35315433,-077.03728947,45.72,05
I25,37.41645853,-081.53362847,37.41710257,-081.52435987,15.24,09
35KY,36.71204552,-086.63934216,36.71025946,-086.63287174,30.48,11
YWLF,-25.17094383,143.33052868,-25.16497429,143.33124415,46.94,1
YWLF,-25.16725933,143.32345385,-25.16999096,143.33249489,34.14,10
YWLF,-25.16873412,143.32239223,-25.16581595,143.32868972,35.05,6
6Y8,45.72546915,-085.52269898,45.71619585,-085.51913992,42.67,17
6Y8,45.72051191,-085.52616805,45.72115309,-085.51567085,53.34,09
FAWM,-28.00391303,026.66185169,-27.99208497,026.67731631,17.98,07
YWEX,-22.38266195,124.81346407,-22.38944900,124.82464400,49.99,12
CNQ3,42.97527800,-079.32833100,42.98277800,-079.31972500,30.48,05
CNQ3,42.97972200,-079.32389200,42.97444400,-079.31778100,15.24,16
7FL2,30.24750671,-082.77854062,30.24350439,-082.77837884,21.34,18
YWEC,-25.53926054,145.13485789,-25.55400006,145.13605831,38.10,17
38I,40.09092701,-083.69390399,40.09141187,-083.68484047,18.29,09
MI78,42.91657048,-085.78654652,42.91681452,-085.78018794,30.48,09
30WA,46.31294325,-118.17982944,46.31678175,-118.17674890,9.14,01
EGBW,52.19629700,-001.61485300,52.18811700,-001.61395000,22.86,18
EGBW,52.18724400,-001.61755600,52.19092800,-001.61146900,17.98,05
YWEL,-32.45607762,148.98371685,-32.46560821,148.99428690,15.85,13
YWEL,-32.46487820,148.98605210,-32.46016266,148.99464753,27.13,5
FD38,26.65105674,-080.29755765,26.64185492,-080.29087181,30.48,15
NZWN,-41.31787264,174.80742615,-41.33581400,174.80625800,45.11,16
KEGT,37.32938900,-097.38841100,37.31785600,-097.38826700,30.48,17
35C,43.13142603,-085.50560086,43.12529673,-085.50501360,22.86,18
VA56,37.00305395,-076.83085190,37.00391215,-076.82406700,13.72,09
3NE3,40.51061576,-099.31650743,40.50371600,-099.31637800,29.87,36
14FL,30.86551148,-087.18094369,30.86541574,-087.17455355,18.29,09
KLWL,41.11730124,-114.93215714,41.11447276,-114.91256886,45.72,09
KLWL,41.11730640,-114.93218589,41.11446760,-114.91252611,46.02,08
KLWL,41.11660570,-114.92362493,41.12317030,-114.91922507,46.02,01
68Y,43.73725967,-093.78413775,43.72931587,-093.78298225,60.35,17
N38,41.72801900,-077.40115300,41.72784700,-077.38796900,18.29,10
KELZ,42.10943300,-077.99974700,42.10961400,-077.98021400,30.48,10
LOLW,48.18296419,014.03148049,48.18361881,014.05021443,29.87,09
LOLW,48.18186013,014.03390606,48.18202587,014.04645496,49.99,09L
LOLW,48.18046830,014.03444313,48.18061470,014.04658489,45.11,09R
6R1,30.24132916,-092.83563027,30.24366305,-092.82752194,15.24,07
6R1,30.24104000,-092.83320083,30.24131777,-092.82625638,45.72,09
EGCW,52.62486583,-003.15760384,52.63238349,-003.14900048,17.98,04
NA73,48.56390861,-101.00581883,48.56390861,-100.99504229,36.58,08
NA73,48.56664023,-101.00389408,48.56117699,-100.99696704,36.58,13
FY53,-24.18010000,015.96760000,-24.18010000,015.97700000,10.06,09
15G,41.02543088,-081.80021207,41.03134466,-081.79672183,11.28,03
KEAT,47.39895031,-120.20285043,47.39893619,-120.19798768,22.86,09
KEAT,47.40438800,-120.21528700,47.39331000,-120.19901700,46.02,12
KEAT,47.39859400,-120.21513600,47.39858600,-120.19712800,46.02,07
KEAT,47.40317981,-120.21349432,47.39782112,-120.21232581,49.99,17
49G,42.58166572,-084.90855749,42.57674038,-084.90808975,30.48,18
K20,37.39048100,-083.26582500,37.38013900,-083.25450600,30.48,14
K20,37.38945600,-083.26978100,37.39400800,-083.26016900,18.29,06
KENV,40.72620300,-114.04299200,40.71068600,-114.02257200,30.48,12
KENV,40.71894200,-114.04342500,40.71895300,-114.01457200,45.72,08
3NA8,47.86094506,-102.56704823,47.85463716,-102.56721233,18.29,17
MI37,42.75540168,-082.56066187,42.75577442,-082.55583203,22.86,09
0NY8,42.99673206,-074.24850315,42.99786016,-074.24231687,30.48,09
YWTO,-34.08680791,141.88493818,-34.08715639,141.89832733,31.09,09
YWTO,-34.08897950,141.89108651,-34.07998800,141.89123200,22.86,17
YWWH,-22.06720888,147.72054914,-22.05858404,147.72281453,32.00,1
MO50,38.82463916,-090.83405916,38.81807222,-090.83393388,15.24,18
ZSWZ,27.90325246,120.84598214,27.92230890,120.85748599,45.11,03
FY54,-21.22860000,013.89900000,-21.22510000,013.90210000,10.06,04
EP68,49.44749449,022.32128431,49.44570084,022.31730298,29.87,05
WT64,-03.18433639,132.64083811,-03.18053561,132.64303589,24.08,03
YWER,-18.13046888,139.95459629,-18.11988076,139.95708736,35.97,1
NE56,41.34395505,-096.39789146,41.33775822,-096.39305203,14.94,14
NE56,41.33737701,-096.39471119,41.34028913,-096.39313362,22.86,02
NJ75,40.34876379,-074.36354329,40.35145287,-074.36897671,76.20,32
EDBW,52.63133300,013.76452500,52.63248500,013.78658400,79.86,08
77IL,40.76242770,-089.45792234,40.76709006,-089.45781490,21.34,36
6ND0,46.24797349,-098.53397958,46.24085151,-098.53343988,13.72,17
YWEB,-33.71717904,148.88885990,-33.71046447,148.89305910,17.98,2
YWEB,-33.71321761,148.88496718,-33.71611264,148.88965546,17.07,12
YWBE,-37.85536072,144.61252171,-37.85648037,144.62225122,24.99,9
YWBE,-37.85850635,144.61684418,-37.85591668,144.61731683,24.99,1
IL28,39.80680906,-090.37008094,39.80661760,-090.36294406,21.34,09
YWRS,-19.32312680,144.07467830,-19.31538306,144.08561391,124.05,5
YWEO,-30.64407916,139.33692537,-30.64881879,139.35195961,78.03,11
YWEO,-30.64049323,139.33907111,-30.64737359,139.34250757,74.98,15
WAJY,-00.42151562,132.18545705,-00.41926638,132.18935295,24.99,06
76S,48.25154400,-122.68037500,48.25150300,-122.66697500,7.62,07
EDWM,53.05748363,009.20835939,53.04984695,009.20909254,29.87,18
CL88,41.43044221,-120.60044330,41.43455777,-120.59455670,14.63,03
4X4,44.06350800,-098.53682200,44.05857000,-098.52496200,18.29,12
AR19,35.21088036,-093.75279254,35.21485464,-093.75148914,15.24,01
DE21,38.51726319,-075.17072091,38.51740681,-075.16020521,19.81,10
6MO9,38.70357107,-094.47350360,38.69755947,-094.47417752,18.29,18
6MO9,38.70039792,-094.47629151,38.70073262,-094.47138961,18.29,08
45TX,31.75578733,-097.09784416,31.74898099,-097.09882696,22.86,18
YANG,-23.14107771,118.70148037,-23.13038100,118.71329900,29.87,03
KETB,43.42536700,-088.13469700,43.41804400,-088.12108600,22.86,13
KETB,43.41996100,-088.13424700,43.42547800,-088.12168300,22.86,06
YWBV,-32.13428343,116.73093242,-32.14071597,116.73473648,20.12,16
MS37,33.66033300,-090.99099700,33.64633600,-090.99011900,27.43,18
Y31,44.24467800,-084.18934700,44.24494700,-084.17027200,30.48,09
VT56,44.61174490,-071.98072750,44.61447286,-071.98113028,18.29,01
5S7,45.66220697,-119.38854680,45.66834857,-119.38367544,9.14,01
MBWC,21.64689233,-072.46353558,21.64646167,-072.45469443,24.08,10
MYGW,26.68302149,-078.98513975,26.67697295,-078.96153247,45.72,11
MYGW,26.69157843,-078.96896897,26.67507711,-078.96436435,45.72,17
D54,46.90416700,-096.91861100,46.89503200,-096.91861100,15.24,18
4U7,45.85965895,-114.21779487,45.86517937,-114.21182125,19.81,02
EGOY,54.84703510,-004.96026227,54.85531890,-004.93533973,46.02,06
KCTJ,33.63935300,-085.15491700,33.62443300,-085.14974700,30.48,17
28IL,42.09387224,-089.42007853,42.10062552,-089.41847371,21.34,01
KIWS,29.82310300,-095.67526900,29.81327800,-095.66993900,22.86,15
18TA,30.14212800,-099.74610800,30.13050000,-099.74124200,14.63,16
9I3,37.91319258,-083.25593263,37.91587018,-083.24830961,18.29,07
KAWM,35.14330300,-090.23435300,35.12681100,-090.23454200,30.48,17
PA21,41.16846564,-080.50308067,41.16220380,-080.50205935,67.06,18
44AK,60.53457527,-150.10724179,60.53147195,-150.10093321,15.24,11
9G1,40.60823720,-079.82784646,40.59885533,-079.82439138,29.87,17
PS99,40.74734549,-075.93653388,40.74839227,-075.92942558,30.48,09
KUNO,36.88543100,-091.90253900,36.87141900,-091.90281100,22.86,18
OR45,44.19564216,-123.05660564,44.19849506,-123.05523548,18.29,36
SFWP,-51.34673005,-060.68436850,-51.34415526,-060.68334240,29.87,01
CJF5,49.00661886,-106.39346236,49.00064312,-106.37943725,17.98,11
XS75,30.45976968,-098.48952363,30.44894976,-098.48886583,30.48,17
YWSL,-38.08970212,146.95661499,-38.09196000,146.97374500,29.87,09
YWSL,-38.09502326,146.96126803,-38.09198210,146.96706765,89.00,05
YWSL,-38.09132445,146.96360307,-38.09745599,146.96903928,92.96,14
7CA6,36.34151816,-120.11043474,36.33616238,-120.10985304,21.34,16
3MD6,38.19198616,-076.44756274,38.18604328,-076.44622950,30.48,18
6NY4,42.69969002,-074.15875042,42.70101720,-074.15150736,15.24,09
EGFA,52.11516638,-004.55933699,52.11913647,-004.55458923,35.05,3
EGFA,52.11300887,-004.56818437,52.11641808,-004.55065916,29.87,08
WWLD,-32.88294186,151.65798223,-32.87706014,151.66202577,18.29,03
KWWR,36.44425800,-099.52092200,36.42914700,-099.52107200,30.48,17
KWWR,36.45790379,-099.52995615,36.44896821,-099.51484385,45.72,12
KWWR,36.43805600,-099.52874700,36.44246900,-099.52223300,18.29,05
YWWL,-33.93796873,147.18097021,-33.94009427,147.19791089,29.87,09
YWWL,-33.93960372,147.19249742,-33.93440836,147.19805846,17.98,04
NZWL,-43.47376200,172.40148400,-43.47180400,172.39408600,89.92,11
NZWL,-43.47285000,172.39181500,-43.47883800,172.39406900,79.86,17
NZWL,-43.47702400,172.39193200,-43.47048200,172.40037800,81.08,04
74CO,40.05020410,-104.21156729,40.04420644,-104.20722439,12.19,14
3NJ9,41.08081411,-074.32827318,41.07493421,-074.32647238,15.24,18
YWBY,-22.92896746,144.41196295,-22.93008798,144.42255938,17.98,9
KHPN,41.06705300,-073.71576100,41.06442800,-073.70000000,46.02,11
KHPN,41.07555000,-073.71330800,41.06000300,-073.70140000,46.02,16
EDXW,54.91934700,008.33288302,54.90385000,008.35209402,45.11,14
EDXW,54.90941700,008.32917198,54.91711700,008.35199398,45.11,06
2ND1,47.49461383,-100.70358842,47.49038227,-100.69612492,24.38,12
NY33,42.51831400,-074.03029700,42.52628600,-074.02719200,15.24,03
KWST,41.34559700,-071.81059200,41.35218300,-071.79889700,30.48,07
KWST,41.35396700,-071.80750800,41.34696700,-071.79647500,22.86,14
ID62,42.61337685,-111.72917099,42.60312981,-111.72795291,9.14,16
WA72,46.92643415,-122.55938198,46.92376417,-122.54864080,9.14,09
YWSC,-15.66614772,132.67012967,-15.65701456,132.67489072,31.09,2
KBFF,41.88229424,-103.60496131,41.86601376,-103.58362477,46.02,12
KBFF,41.86977850,-103.61064737,41.87797800,-103.58337000,46.02,05
0AZ2,33.78277800,-113.64138900,33.77333300,-113.64194400,30.48,17
0AZ2,33.77944400,-113.64361100,33.77666700,-113.63972200,30.48,12
EDWX,53.28760600,007.92678100,53.28977700,007.93479000,14.94,6
86OH,41.01247465,-081.92466022,41.01319145,-081.91562202,21.34,09
I72,40.05303834,-086.15795509,40.04481442,-086.15757993,30.48,18
CT74,41.94893003,-072.18084565,41.95237441,-072.18208659,60.96,36
5TA4,29.69617999,-095.79822011,29.69317389,-095.79112491,8.53,11
D64,48.91638900,-101.03750000,48.91027800,-101.02971900,18.29,13
FY55,-19.11670000,012.61660000,-19.11670000,012.61670000,10.06,09
92CA,36.12111400,-119.89333100,36.11194700,-119.88805000,15.24,14
CA67,37.54649908,-121.20688061,37.54947536,-121.20299329,9.14,03
ES4,54.14416400,-113.74695000,54.14027800,-113.73473100,22.86,10
49NY,41.06490306,-072.34891139,41.06862916,-072.35014361,60.96,36
YWML,-17.31496041,138.23616009,-17.32525415,138.23974100,38.10,16
ND57,48.97827686,-098.89140765,48.98506758,-098.88995347,24.38,36
EIWT,53.35026122,-006.49499689,53.35450921,-006.48102693,22.86,07
81IN,39.22806288,-085.51631938,39.22759488,-085.51139896,19.81,10
YWSX,-31.31901088,118.67236543,-31.31903038,118.68486292,27.13,09
YWSX,-31.32394699,118.68396464,-31.31636437,118.68502305,21.03,01
5K6,42.51023168,-088.20801812,42.51710832,-088.20297388,12.19,03
5K6,42.51670421,-088.20659244,42.51360579,-088.20280756,13.72,14
KCEF,42.17746400,-072.54800600,42.20378300,-072.52395600,49.99,05
KCEF,42.20644489,-072.54208967,42.19267704,-072.52356430,45.72,15
O70,38.37247200,-120.79613300,38.38113100,-120.79168300,18.29,01
71K,37.65096614,-097.38471818,37.64406330,-097.38426128,9.14,17
N25,44.15469718,-073.43245459,44.16207504,-073.43335431,45.72,01
14S,46.89974761,-124.10371816,46.89487683,-124.09773713,14.94,12
NZWS,-41.74166700,171.57333300,-41.73500000,171.58572200,29.87,04
3MA5,41.54583187,-071.03698306,41.54048701,-071.03365306,15.24,17
72K,37.60767501,-097.35916492,37.60068999,-097.35870286,21.34,17
EGEW,59.34976884,-002.95446050,59.35025624,-002.94634894,17.98,09
EGEW,59.35196560,-002.95172430,59.34937350,-002.94534011,29.87,13
EGEW,59.34939547,-002.95067046,59.35227706,-002.95002066,29.87,1
47II,41.05436339,-085.69420033,41.05794883,-085.68687857,24.38,06
1NK5,41.36036063,-074.52592980,41.36260547,-074.52272244,9.14,06
YWSD,-30.71092857,141.40184708,-30.71035270,141.40991275,24.99,8
YWSD,-30.71195409,141.41155842,-30.70940557,141.42560806,34.14,7
YWSD,-30.70352134,141.40256050,-30.71091604,141.40253693,21.03,18
UT42,39.14987387,-109.14404524,39.14345945,-109.14595476,12.19,18
0NK2,42.98312132,-074.02184839,42.98369534,-074.01062717,30.48,10
TE83,28.92741100,-099.75888600,28.91418900,-099.75341400,15.24,16
D17,38.75399200,-108.15348600,38.76097800,-108.14221400,12.19,04
D17,38.76036700,-108.15450000,38.75606100,-108.15014700,21.34,13
WT65,-04.31824141,139.09931646,-04.31489059,139.10053954,29.87,02
CEX3,52.96924200,-113.41854700,52.96186900,-113.40590000,30.48,12
29MN,46.03239750,-096.36325616,46.02418860,-096.36242940,18.29,17
1MN0,46.04712746,-096.54653948,46.04001308,-096.54582276,24.38,17
08A,32.52940000,-086.33310000,32.52950000,-086.32333300,24.38,09
08A,32.52908600,-086.33383300,32.52193900,-086.33395600,45.72,18
46OH,41.10179801,-080.82704488,41.10553975,-080.82589846,18.29,02
EBKT,50.81476951,003.19707342,50.82278009,003.22088232,45.11,06
AYWK,-03.58207408,143.66222772,-03.58545545,143.67591797,29.87,10
WT66,-04.30799700,138.74779940,-04.30799700,138.75220060,29.87,09
KCAD,44.27288100,-085.43084700,44.27838100,-085.41335800,30.48,07
KCAD,44.27738300,-085.41103300,44.27188300,-085.41095600,45.72,18
EGX3,52.95034044,001.12099852,52.94605534,001.12430160,21.03,16
EGX3,52.94649536,001.12256721,52.94897385,001.12492472,11.89,3
CJE3,49.70080177,-103.80767550,49.69341231,-103.79520823,22.86,12
CJE3,49.69856990,-103.80692065,49.70120962,-103.79397658,22.86,06
9Y1,47.39583300,-102.77658300,47.38795800,-102.76421100,15.24,12
NZWK,-37.91661100,176.90895000,-37.92152800,176.92226900,30.48,09L
NZWK,-37.91939057,176.91015340,-37.92172143,176.91818060,29.87,09R
CYXN,62.24525000,-092.60412300,62.23498300,-092.59120200,49.99,15
EGEH,60.37449400,-000.92828064,60.37855677,-000.92662584,17.98,02
NZWR,-35.76822200,174.35806100,-35.76663400,174.37003500,29.87,06
NZWR,-35.76634146,174.36404565,-35.77032454,174.36595435,60.05,14
VA78,37.59317813,-077.21530246,37.59599963,-077.22020366,15.24,32
KARM,29.26027200,-096.15822800,29.24825800,-096.15057500,22.86,14
8TA1,28.47382805,-096.76243282,28.48228471,-096.76142164,18.29,36
23VA,37.55903451,-078.62192556,37.55514381,-078.61809112,7.62,15
KHWQ,46.45472200,-109.86333100,46.45360800,-109.84666100,18.29,08
IL19,41.71951290,-088.26270310,41.72332376,-088.26799024,30.48,32
IL19,41.71993848,-088.26726132,41.72289818,-088.26343202,30.48,05
IL19,41.72138243,-088.26810250,41.72145423,-088.26259084,45.72,09
IA62,41.53086293,-095.07555577,41.53578151,-095.07498091,30.48,36
KETH,45.78433900,-096.54453900,45.77564200,-096.54098300,22.86,16
KETH,45.77996100,-096.54812200,45.78257200,-096.54159400,53.34,04
3C5,41.18902194,-086.61159079,41.19050472,-086.60232089,60.96,08
PHHI,21.47867318,-158.04539675,21.48420540,-158.03019516,89.92,06
A010,-32.78630635,115.78751289,-32.79027609,115.78779447,16.46,17
A010,-32.78778455,115.78601708,-32.78596356,115.79304573,18.59,07
A010,-32.79167216,115.78382478,-32.78500492,115.79515659,22.25,05
T59,35.45596400,-100.19993900,35.44617200,-100.19987200,18.29,17
KGTB,44.04546700,-075.72580300,44.07183900,-075.71532500,45.72,03
KGTB,44.06181400,-075.72470600,44.05232200,-075.71098300,45.72,15
KGTB,44.04517200,-075.72868600,44.04929700,-075.71263100,45.72,08
KHLG,40.16856700,-080.65131100,40.18090600,-080.64346100,45.72,03
KHLG,40.18072200,-080.64892500,40.16991700,-080.64112800,45.72,16
CT01,41.66429209,-073.18882238,41.66812291,-073.18918096,45.72,01
NZWP,-36.79618644,174.62090548,-36.78509756,174.63904252,45.11,03
NZWP,-36.78375259,174.62330971,-36.78570541,174.64097229,45.11,08
NZWP,-36.78184286,174.62364587,-36.79229114,174.63343413,45.11,12
NZWP,-36.78328709,174.62604717,-36.78429491,174.63500083,26.52,08L
E65,31.68388622,-110.29627875,31.68351766,-110.28387625,45.72,08
H28,48.99977720,-112.80185700,49.00020224,-112.78330468,19.81,07
WA31,48.02144024,-122.43839301,48.01485808,-122.43856477,7.62,16
KNUW,48.35126900,-122.67282800,48.35242800,-122.63997800,60.96,07
KNUW,48.36166700,-122.66245600,48.34184700,-122.64836700,60.96,13
TN77,36.31770924,-087.15252970,36.32595742,-087.14880364,60.96,02
TN77,36.32420882,-087.15236890,36.31945784,-087.14896444,30.48,15
03VA,38.66658783,-077.58269379,38.66253883,-077.57672845,30.48,14
OR34,44.32164000,-121.43796996,44.32303722,-121.42878172,18.29,06
SD65,45.43470665,-097.00103886,45.44077111,-096.99856060,20.12,01
94E,32.76934400,-108.20762200,32.75455900,-108.20915300,15.24,17
47D,41.66313973,-081.03747179,41.66752249,-081.03716433,30.48,01
GA80,33.78535430,-083.99107322,33.77930624,-083.98652624,6.10,15
